time,sq_5161,sq_5059,sq_5259,sq_4159,sq_4556,city_total,rows_in_interval
2013-11-06 19:50:00+01:00,2203.029,1671.4143,1633.8643,335.8108,878.7266,882185.75,49281
2013-11-06 20:00:00+01:00,1666.4006,1403.198,1333.1564,301.41486,843.9637,874126.44,48620
2013-11-06 20:10:00+01:00,1545.3776,1432.4028,1669.9095,372.99942,780.46625,861814.75,46953
2013-11-06 20:20:00+01:00,1810.2657,1152.8488,1567.8756,342.52722,879.5577,859450.75,46816
2013-11-06 20:30:00+01:00,1488.7725,1112.1414,1379.9526,315.5538,970.2015,845917.1,45311
2013-11-06 20:40:00+01:00,1534.5315,1160.176,1407.2845,341.43762,1157.0391,842363.44,45921
2013-11-06 20:50:00+01:00,1271.8878,914.97186,1221.9261,395.32245,1037.4656,845969.94,43246
2013-11-06 21:00:00+01:00,1382.3087,1135.4856,1366.3488,289.13858,1016.5046,855092.3,42384
2013-11-06 21:10:00+01:00,1376.3892,1622.2965,1449.0907,325.51035,1084.3217,841298.94,40664
2013-11-06 21:20:00+01:00,1193.3882,1298.0284,1142.5681,305.40036,938.5587,835381.8,41620
2013-11-06 21:30:00+01:00,976.8125,1382.4987,1105.5671,287.12503,1033.8351,844735.2,42441
2013-11-06 21:40:00+01:00,1136.419,1039.7465,1256.2512,297.64365,970.6224,831657.56,38972
2013-11-06 21:50:00+01:00,1258.859,1054.2533,961.6909,333.46375,936.5676,811559.3,38461
2013-11-06 22:00:00+01:00,1049.0326,1179.0681,1421.7141,246.31137,961.62427,812017.44,38731
2013-11-06 22:10:00+01:00,1363.706,1335.4429,1147.9832,255.84882,1125.8345,805920.06,38282
2013-11-06 22:20:00+01:00,1100.0798,1204.3889,1083.5819,265.88196,1007.45905,789522.1,36568
2013-11-06 22:30:00+01:00,1077.2462,1451.2618,1274.0337,244.47243,1102.475,800058.94,36110
2013-11-06 22:40:00+01:00,950.6707,942.4465,858.3741,306.051,1124.9952,775581.8,35511
2013-11-06 22:50:00+01:00,853.8024,943.77124,776.64465,268.46207,969.8584,759349.0,35056
2013-11-06 23:00:00+01:00,963.0388,806.36053,721.88696,236.44557,940.5488,754134.5,33386
2013-11-06 23:10:00+01:00,499.23038,704.9988,771.79095,299.64377,890.9559,733620.25,31441
2013-11-06 23:20:00+01:00,702.8795,593.3266,700.585,236.97357,757.3818,709568.56,30271
2013-11-06 23:30:00+01:00,993.6519,614.8268,790.04565,234.4363,926.30316,706921.44,30112
2013-11-06 23:40:00+01:00,514.3874,590.7647,723.2675,251.71916,684.73975,664881.0,28123
2013-11-06 23:50:00+01:00,439.6825,522.903,600.63153,256.17358,820.99274,649070.3,26787
2013-11-07 00:00:00+01:00,413.27448,554.6587,556.2705,268.80502,674.71655,622234.25,27882
2013-11-07 00:10:00+01:00,419.87643,755.70294,668.24713,284.98694,603.74493,591813.8,25404
2013-11-07 00:20:00+01:00,291.0229,564.89795,681.88904,256.80502,700.68823,578962.4,24093
2013-11-07 00:30:00+01:00,275.8968,535.25446,657.24164,217.61108,602.0793,555844.1,23826
2013-11-07 00:40:00+01:00,245.99165,512.9397,679.63586,221.46338,570.70776,538628.5,21583
2013-11-07 00:50:00+01:00,266.2866,385.3544,566.9653,223.01523,570.3702,519517.3,21559
2013-11-07 01:00:00+01:00,279.29816,436.65527,493.66293,226.95935,498.28082,506286.56,21853
2013-11-07 01:10:00+01:00,234.32057,349.99063,477.80695,172.1217,467.59073,494439.12,20449
2013-11-07 01:20:00+01:00,247.38298,370.0128,543.29205,152.67393,446.46143,483880.06,19396
2013-11-07 01:30:00+01:00,269.0528,428.85117,461.63687,157.31415,485.64343,471051.0,18761
2013-11-07 01:40:00+01:00,219.8231,368.73712,458.43445,158.89922,401.69595,454808.47,18626
2013-11-07 01:50:00+01:00,258.69037,349.07883,449.14716,140.72916,377.50018,443882.1,18196
2013-11-07 02:00:00+01:00,279.44577,420.39426,426.5757,147.33548,397.40005,436665.66,17736
2013-11-07 02:10:00+01:00,271.5693,363.0416,447.97363,142.99478,354.99643,425374.8,18155
2013-11-07 02:20:00+01:00,262.10483,360.99033,431.2942,136.1284,349.8954,415332.1,16219
2013-11-07 02:30:00+01:00,267.7897,392.1137,406.73038,128.38737,372.2871,409226.3,17435
2013-11-07 02:40:00+01:00,249.01285,374.86478,1027.3917,138.81032,353.0065,399426.4,16842
2013-11-07 02:50:00+01:00,210.54016,330.46036,666.5763,130.7992,344.5306,392937.88,15565
2013-11-07 03:00:00+01:00,231.31062,335.28812,664.0199,134.39948,350.15085,387392.47,17131
2013-11-07 03:10:00+01:00,200.97073,347.40784,420.10843,139.04623,349.48907,378268.34,16342
2013-11-07 03:20:00+01:00,252.7472,304.64923,417.88858,127.05037,300.9278,374337.94,18022
2013-11-07 03:30:00+01:00,261.02448,362.29968,391.41373,131.06293,319.8212,373267.97,16519
2013-11-07 03:40:00+01:00,258.42056,330.93842,413.29852,141.51424,293.0078,359523.78,15626
2013-11-07 03:50:00+01:00,227.82437,313.92407,434.4865,130.1656,266.8833,359989.7,17047
2013-11-07 04:00:00+01:00,246.2194,362.21738,413.84088,123.806,291.4505,360893.2,17417
2013-11-07 04:10:00+01:00,223.58365,313.95944,424.22626,136.28792,265.95895,352094.4,17544
2013-11-07 04:20:00+01:00,225.4501,320.07993,411.65085,129.27512,262.52856,351147.9,17832
2013-11-07 04:30:00+01:00,243.51172,312.67035,376.33875,134.82452,256.88193,348167.12,19044
2013-11-07 04:40:00+01:00,223.9925,353.47287,438.82318,186.03134,251.34544,342695.9,17803
2013-11-07 04:50:00+01:00,227.1649,341.9212,403.95892,170.9966,272.41513,343894.5,19023
2013-11-07 05:00:00+01:00,247.54204,334.63458,378.69205,155.41954,267.2877,346474.34,20014
2013-11-07 05:10:00+01:00,246.17204,304.87674,416.84866,133.83826,273.9599,343634.12,19853
2013-11-07 05:20:00+01:00,211.99559,322.79654,408.09637,121.27755,289.76974,350809.7,18637
2013-11-07 05:30:00+01:00,239.3301,348.82126,373.17023,123.96192,319.7303,354601.12,20833
2013-11-07 05:40:00+01:00,253.91647,341.5792,429.61688,130.3259,260.97928,357710.16,21301
2013-11-07 05:50:00+01:00,236.80501,322.5805,416.23602,122.30021,284.7136,366547.7,22124
2013-11-07 06:00:00+01:00,250.80669,403.9236,386.661,118.88892,279.42136,374806.44,24302
2013-11-07 06:10:00+01:00,289.00055,340.38077,429.67258,129.30428,282.66748,381728.4,23886
2013-11-07 06:20:00+01:00,263.62845,359.39563,413.42346,127.437584,298.2106,401224.16,25039
2013-11-07 06:30:00+01:00,302.91602,361.62372,381.3927,132.20224,311.4095,422692.06,27616
2013-11-07 06:40:00+01:00,264.78793,385.24146,430.40625,155.05675,315.08582,443665.62,30205
2013-11-07 06:50:00+01:00,288.00092,386.7705,439.5926,147.9941,314.0958,474306.7,33251
2013-11-07 07:00:00+01:00,322.61075,442.88983,456.16318,165.18214,316.95032,518974.62,35646
2013-11-07 07:10:00+01:00,351.31985,459.42056,534.8103,200.50137,312.35983,559933.44,36702
2013-11-07 07:20:00+01:00,336.12646,450.23566,501.89273,176.6063,361.59363,608066.5,39510
2013-11-07 07:30:00+01:00,366.03665,551.4694,640.1186,222.45216,467.46204,662300.8,42404
2013-11-07 07:40:00+01:00,343.3436,668.009,692.9434,228.0537,440.03168,704818.6,42469
2013-11-07 07:50:00+01:00,437.7565,713.10925,691.93524,301.58548,452.0509,748327.0,44317
2013-11-07 08:00:00+01:00,610.7681,898.4717,762.478,313.86005,542.6013,788251.2,45931
2013-11-07 08:10:00+01:00,681.46326,935.6832,895.0891,309.3599,842.6579,829204.75,45698
2013-11-07 08:20:00+01:00,802.54346,1165.9429,1071.0173,326.5336,611.6335,847561.9,47980
2013-11-07 08:30:00+01:00,875.59784,1109.8241,1315.484,349.79776,598.26526,873893.1,50925
2013-11-07 08:40:00+01:00,961.1181,1425.298,1636.314,433.2975,702.2453,892383.0,52272
2013-11-07 08:50:00+01:00,921.36115,1594.8678,1768.0148,456.19617,522.32367,898919.25,53352
2013-11-07 09:00:00+01:00,892.92584,1502.4847,2103.3904,406.77628,621.6748,916066.94,56555
2013-11-07 09:10:00+01:00,930.61993,1909.68,2337.0227,450.67838,537.14655,918094.9,55235
2013-11-07 09:20:00+01:00,1075.4607,1633.0409,2566.782,470.74377,464.93408,917411.0,54551
2013-11-07 09:30:00+01:00,1383.5333,1567.5155,2532.9119,434.8389,521.23474,922546.0,56235
2013-11-07 09:40:00+01:00,1296.0798,1762.6798,2531.8,464.26578,478.95468,928819.0,55258
2013-11-07 09:50:00+01:00,1345.43,1958.639,3029.0732,512.3583,674.22736,935294.06,56229
2013-11-07 10:00:00+01:00,1199.9829,2191.1152,2745.7305,462.74417,531.1741,945922.0,56690
2013-11-07 10:10:00+01:00,1342.0453,2088.106,2777.7327,634.1228,508.49435,950117.56,53782
2013-11-07 10:20:00+01:00,1377.7369,2268.1636,2997.6636,643.952,499.00745,957354.4,54998
2013-11-07 10:30:00+01:00,1466.7385,2228.997,3109.8315,605.23035,468.6802,953716.1,54890
2013-11-07 10:40:00+01:00,1768.5497,2221.2878,3265.7625,561.7232,597.363,962743.8,54107
2013-11-07 10:50:00+01:00,1744.4615,2498.7798,3314.3298,615.5068,543.6197,960588.75,56198
2013-11-07 11:00:00+01:00,1743.344,2250.9878,3102.4175,509.18823,493.89886,972387.94,55727
2013-11-07 11:10:00+01:00,1802.7461,2449.457,2997.8208,504.7616,455.85596,979344.0,55081
2013-11-07 11:20:00+01:00,1935.6356,2905.347,3053.3862,501.2049,633.9069,964991.1,54146
2013-11-07 11:30:00+01:00,1912.1117,2019.3812,3252.9573,530.1281,501.83945,971895.44,53866
2013-11-07 11:40:00+01:00,1961.6082,2217.7395,3180.918,547.18634,675.6038,968942.6,53238
2013-11-07 11:50:00+01:00,2093.073,2346.266,3189.8364,527.2049,605.86914,971241.0,54681
2013-11-07 12:00:00+01:00,2539.1511,2315.8428,3273.7153,648.73175,654.84326,982447.06,56628
2013-11-07 12:10:00+01:00,2599.2524,2530.2048,3379.454,613.2849,764.3215,988436.4,54710
2013-11-07 12:20:00+01:00,2423.4197,2967.6746,3310.7898,765.915,605.8115,992804.3,55301
2013-11-07 12:30:00+01:00,2211.0205,2624.4543,3651.7747,744.44086,588.0678,1004708.0,55147
2013-11-07 12:40:00+01:00,2726.4448,2591.2717,3539.2178,704.68524,629.24,1007799.1,56360
2013-11-07 12:50:00+01:00,2651.1401,2732.9932,3674.3953,788.1481,593.61475,1009409.44,55678
2013-11-07 13:00:00+01:00,2761.0955,2750.0125,3713.125,691.2262,618.8904,1027599.5,56375
2013-11-07 13:10:00+01:00,2983.2058,3195.773,3598.2725,668.67035,653.3762,1028475.9,51432
2013-11-07 13:20:00+01:00,3304.8806,3711.1003,3327.7583,636.8682,818.3238,1038935.25,54167
2013-11-07 13:30:00+01:00,2701.3494,2827.5703,3616.1807,626.56616,814.2582,1042190.5,54187
2013-11-07 13:40:00+01:00,2994.1326,2924.8672,3669.6042,678.52466,716.2816,1045542.75,51541
2013-11-07 13:50:00+01:00,3035.8542,2790.0913,3414.3835,644.1173,808.78705,1053789.9,51998
2013-11-07 14:00:00+01:00,3072.7742,2854.6687,3759.4312,707.4776,757.22327,1059770.2,53732
2013-11-07 14:10:00+01:00,2910.718,2855.3704,3836.272,796.34894,698.5919,1049809.1,52684
2013-11-07 14:20:00+01:00,3683.277,3523.5735,3461.8618,731.1514,684.64105,1037829.56,55029
2013-11-07 14:30:00+01:00,2614.0579,3213.6477,3242.3848,613.5862,710.22943,1024984.9,55894
2013-11-07 14:40:00+01:00,2668.7095,3310.9404,3265.762,717.0406,603.5299,1026874.7,55444
2013-11-07 14:50:00+01:00,2957.3962,3194.5393,3439.3186,692.97406,627.71124,1016363.1,53387
2013-11-07 15:00:00+01:00,2593.3538,3011.8948,3357.6204,574.18225,544.24744,1005177.1,52561
2013-11-07 15:10:00+01:00,2967.9792,2686.7969,3829.5708,662.67725,567.19885,996157.94,51658
2013-11-07 15:20:00+01:00,2832.1692,2896.0728,3239.4836,575.91437,584.9088,1003320.0,53319
2013-11-07 15:30:00+01:00,2711.9822,2614.8865,3082.9253,647.2292,587.42065,987894.4,53162
2013-11-07 15:40:00+01:00,2510.7986,2462.0776,2917.5337,719.54816,529.4787,991876.3,51900
2013-11-07 15:50:00+01:00,2452.4836,3062.3118,3656.8157,633.94183,585.31384,995178.7,53626
2013-11-07 16:00:00+01:00,2456.8518,2523.7944,3152.616,634.31683,535.3046,1009345.6,57479
2013-11-07 16:10:00+01:00,2943.9592,2253.6843,3081.5273,787.4187,540.924,1002297.44,54491
2013-11-07 16:20:00+01:00,2572.4915,2433.2563,3083.7786,564.685,579.39496,996126.7,54047
2013-11-07 16:30:00+01:00,3096.3076,2677.2612,3281.0034,522.6594,554.2759,989365.56,54302
2013-11-07 16:40:00+01:00,2445.7712,2599.958,3030.799,584.92993,567.0958,979785.94,55185
2013-11-07 16:50:00+01:00,2208.775,2823.023,3094.8125,533.1925,605.5169,987566.56,55026
2013-11-07 17:00:00+01:00,2289.7588,3201.2776,3100.458,528.78845,551.51324,988881.7,55882
2013-11-07 17:10:00+01:00,2475.732,2692.2114,2879.666,506.8325,533.2167,988785.2,52895
2013-11-07 17:20:00+01:00,2256.0479,3057.2148,2714.2205,491.4497,519.7991,991305.94,53283
2013-11-07 17:30:00+01:00,2605.915,2203.5208,2763.6052,563.1967,582.6028,999917.8,54705
2013-11-07 17:40:00+01:00,2772.3696,2164.3943,2788.2258,600.0818,648.04987,987553.6,56268
2013-11-07 17:50:00+01:00,2716.2715,2321.4062,2522.7751,586.401,615.1526,996152.06,55553
2013-11-07 18:00:00+01:00,2456.819,2331.7153,2673.001,647.19995,622.9141,1009639.6,53819
2013-11-07 18:10:00+01:00,2416.4963,2563.8894,2495.5142,547.8621,583.8569,993454.94,53191
2013-11-07 18:20:00+01:00,2237.321,1962.4778,2604.5586,575.2314,625.952,990944.1,53007
2013-11-07 18:30:00+01:00,2352.8186,1816.2128,2405.7368,428.8983,647.0375,989248.0,52413
2013-11-07 18:40:00+01:00,2358.767,2018.7891,2250.132,491.0337,661.326,981653.0,51292
2013-11-07 18:50:00+01:00,1961.1506,2048.6636,2139.8628,449.5763,655.62866,962097.06,51399
2013-11-07 19:00:00+01:00,2781.381,2151.2285,2118.0833,469.2379,832.7979,960441.06,51972
2013-11-07 19:10:00+01:00,2332.5918,1963.3392,2028.2032,494.24564,949.33264,952457.94,51767
2013-11-07 19:20:00+01:00,2011.7659,2629.6985,1822.2236,453.4473,788.3871,927752.06,50168
2013-11-07 19:30:00+01:00,2066.998,1745.896,1818.1486,435.89587,871.8798,913914.1,51296
2013-11-07 19:40:00+01:00,2322.964,1767.8842,1639.214,366.00076,888.0525,905012.0,50929
2013-11-07 19:50:00+01:00,2710.2378,1565.7184,1582.919,385.86514,732.58295,896499.2,50365
2013-11-07 20:00:00+01:00,1756.031,1342.6514,1544.9181,318.57086,835.37286,879925.94,48378
2013-11-07 20:10:00+01:00,1570.8972,1305.831,1322.7866,393.72583,780.9056,859851.94,48556
2013-11-07 20:20:00+01:00,1557.682,1294.2961,1247.7006,294.33643,808.7685,860555.0,47084
2013-11-07 20:30:00+01:00,1298.0648,1464.9056,1209.2695,308.33844,915.09534,857435.94,46167
2013-11-07 20:40:00+01:00,1204.2072,1259.48,1191.5264,418.4852,872.27216,848045.44,45217
2013-11-07 20:50:00+01:00,1203.2405,1411.6086,1144.3385,290.81815,874.7348,845332.9,43225
2013-11-07 21:00:00+01:00,1298.727,1305.8794,1185.3899,285.9907,881.8136,838184.06,42223
2013-11-07 21:10:00+01:00,1340.5664,1011.1875,996.73193,301.89926,957.0555,840080.2,43023
2013-11-07 21:20:00+01:00,1018.01404,1047.8909,1017.8908,268.17233,858.7346,821268.4,41588
2013-11-07 21:30:00+01:00,1364.9459,1113.3389,1156.9788,336.59683,1070.9972,817836.3,40769
2013-11-07 21:40:00+01:00,1399.9171,978.8971,1044.1465,265.72757,866.2082,799674.7,39427
2013-11-07 21:50:00+01:00,1078.1235,1195.3539,975.01544,295.0542,954.97266,807767.4,38623
2013-11-07 22:00:00+01:00,1360.8008,795.16815,955.1637,235.10158,1038.4425,796264.3,37828
2013-11-07 22:10:00+01:00,1090.3594,864.6154,896.23816,264.93732,1030.1902,784241.5,36828
2013-11-07 22:20:00+01:00,695.63586,825.38184,985.8863,323.7403,1049.9373,774227.5,37605
2013-11-07 22:30:00+01:00,678.10114,833.3557,917.489,279.01202,1024.9949,768658.44,33916
2013-11-07 22:40:00+01:00,744.81915,1537.7858,789.6682,243.37274,1025.0205,750577.7,34685
2013-11-07 22:50:00+01:00,624.878,750.36096,835.36566,250.22041,1077.8804,748769.2,32630
2013-11-07 23:00:00+01:00,612.6564,861.0386,759.74615,252.3571,876.0547,726231.3,32996
2013-11-07 23:10:00+01:00,648.51166,672.74384,888.34607,295.82266,867.8984,716355.56,32483
2013-11-07 23:20:00+01:00,684.5982,915.3625,1242.116,270.17105,1088.7781,705978.4,31150
2013-11-07 23:30:00+01:00,670.2885,851.31616,1039.2318,218.78387,839.7316,688797.56,30763
2013-11-07 23:40:00+01:00,518.5247,753.0388,915.70233,257.60828,805.22595,670758.6,29007
2013-11-07 23:50:00+01:00,496.3252,719.093,631.7427,245.98717,882.6645,651803.2,27394
2013-11-08 00:00:00+01:00,424.53076,795.2982,567.88184,269.727,752.84143,632996.6,27106
2013-11-08 00:10:00+01:00,452.26562,526.7659,583.40063,261.59488,807.6863,609811.75,26967
2013-11-08 00:20:00+01:00,458.51086,2009.2892,608.7896,299.04788,807.86774,590933.3,24559
2013-11-08 00:30:00+01:00,327.82874,652.32404,500.34445,206.14488,765.89795,571310.56,25114
2013-11-08 00:40:00+01:00,372.0065,442.26642,568.72186,198.4195,772.826,552144.25,23634
2013-11-08 00:50:00+01:00,273.55353,434.00476,524.3083,185.81035,591.98755,527977.94,21354
2013-11-08 01:00:00+01:00,251.41972,437.31635,471.5114,178.34296,539.80084,508250.53,21704
2013-11-08 01:10:00+01:00,330.53174,403.827,489.80676,224.67859,473.24258,499449.5,20736
2013-11-08 01:20:00+01:00,309.15063,415.181,473.9747,169.69174,473.51923,487548.78,19658
2013-11-08 01:30:00+01:00,224.50418,409.24542,454.14944,163.81778,472.22305,472795.28,19355
2013-11-08 01:40:00+01:00,285.90942,398.36752,455.8847,200.15211,484.46652,467143.56,19619
2013-11-08 01:50:00+01:00,221.6969,416.60962,525.00836,183.96582,601.14044,466070.22,18353
2013-11-08 02:00:00+01:00,217.91757,341.11707,404.6952,156.24464,374.7711,438816.1,19090
2013-11-08 02:10:00+01:00,200.55922,342.34845,440.30008,168.49622,381.4268,421570.66,18021
2013-11-08 02:20:00+01:00,243.42345,374.21487,440.10706,150.03871,371.5107,405516.12,17620
2013-11-08 02:30:00+01:00,174.46208,343.8687,394.92944,147.11308,444.26614,409780.56,17631
2013-11-08 02:40:00+01:00,195.50354,332.4813,419.29462,165.42442,337.42374,398004.34,17444
2013-11-08 02:50:00+01:00,181.85498,404.52744,498.8414,146.6996,359.316,399125.28,17831
2013-11-08 03:00:00+01:00,262.4422,318.569,451.65332,270.44138,326.67062,399874.38,17496
2013-11-08 03:10:00+01:00,192.686,329.02432,492.61884,152.45045,330.05942,390478.53,17104
2013-11-08 03:20:00+01:00,180.65352,370.0942,482.72504,141.03365,301.52692,383737.28,17300
2013-11-08 03:30:00+01:00,176.84673,301.81366,428.8536,148.39174,307.07724,379174.84,16783
2013-11-08 03:40:00+01:00,213.03557,311.1821,466.18982,153.99818,278.06735,365391.03,17504
2013-11-08 03:50:00+01:00,300.52798,343.1709,511.01404,140.96272,276.37613,364579.34,18130
2013-11-08 04:00:00+01:00,194.87729,285.93314,428.0544,138.80989,289.74487,351301.6,18760
2013-11-08 04:10:00+01:00,201.56543,332.37527,448.4928,140.2711,250.11281,345167.94,18717
2013-11-08 04:20:00+01:00,191.29628,326.84058,474.71008,133.22305,251.26726,346508.5,17942
2013-11-08 04:30:00+01:00,218.84618,284.24878,429.6333,127.98585,264.48373,340235.6,19276
2013-11-08 04:40:00+01:00,209.40431,305.18887,405.02423,144.12581,269.85693,341567.7,18998
2013-11-08 04:50:00+01:00,183.70505,351.06866,483.13327,135.90575,256.58997,339514.28,19212
2013-11-08 05:00:00+01:00,171.9013,334.83124,451.31403,132.58856,241.30196,341794.38,19739
2013-11-08 05:10:00+01:00,199.34314,339.48962,471.03308,141.69995,271.59735,342585.28,19699
2013-11-08 05:20:00+01:00,169.91492,365.3414,454.6701,144.8251,276.73486,341210.06,19603
2013-11-08 05:30:00+01:00,177.03334,310.05963,412.23785,130.00314,263.26938,357445.03,21368
2013-11-08 05:40:00+01:00,210.89403,344.24408,419.89725,147.05083,272.2744,353636.25,21418
2013-11-08 05:50:00+01:00,194.87723,351.4578,452.7405,137.72485,258.00775,367203.7,22032
2013-11-08 06:00:00+01:00,168.20258,320.9647,440.98856,136.51491,264.9805,377299.84,24446
2013-11-08 06:10:00+01:00,204.38324,373.49335,469.22485,147.59651,267.09222,387367.72,24510
2013-11-08 06:20:00+01:00,203.0229,371.0723,480.67892,143.78107,304.8132,400263.56,25064
2013-11-08 06:30:00+01:00,178.33337,341.94995,464.93466,133.4251,345.25763,407927.4,27769
2013-11-08 06:40:00+01:00,289.98633,400.17258,489.96768,168.5506,280.83124,437210.25,29481
2013-11-08 06:50:00+01:00,276.6656,461.0937,484.45795,160.7812,283.07376,465823.72,31041
2013-11-08 07:00:00+01:00,236.05359,443.25436,532.21185,182.68044,342.49277,509445.3,34075
2013-11-08 07:10:00+01:00,288.50485,449.36124,560.9442,205.20642,300.75232,555439.44,36699
2013-11-08 07:20:00+01:00,283.5649,573.7818,663.7794,211.06487,377.938,603523.0,37895
2013-11-08 07:30:00+01:00,273.68234,492.83426,656.88477,239.46529,427.43723,646870.9,39271
2013-11-08 07:40:00+01:00,334.1654,920.03284,658.86945,244.53087,419.25888,703132.56,40256
2013-11-08 07:50:00+01:00,404.56577,1052.6287,736.25275,240.89282,595.1691,749481.75,42562
2013-11-08 08:00:00+01:00,352.76636,725.3035,750.6621,279.03183,548.25745,790755.75,44574
2013-11-08 08:10:00+01:00,463.49362,1232.6287,964.77625,313.3175,540.0229,814536.8,46454
2013-11-08 08:20:00+01:00,481.3687,1177.5624,1146.2809,280.27463,712.79803,851124.44,48793
2013-11-08 08:30:00+01:00,743.00885,1057.8899,1327.8062,373.50653,623.4644,879312.5,50352
2013-11-08 08:40:00+01:00,726.1491,1489.8939,1526.4879,485.7838,667.7864,895532.75,50066
2013-11-08 08:50:00+01:00,858.90485,1917.3284,1816.3466,485.8652,567.26196,901596.25,52701
2013-11-08 09:00:00+01:00,832.928,1434.8691,2125.908,450.13715,538.7722,915718.25,54832
2013-11-08 09:10:00+01:00,1012.0366,1559.069,2273.094,482.8605,631.8579,915880.75,53653
2013-11-08 09:20:00+01:00,956.75226,1645.268,2422.9163,401.90863,620.3414,927075.94,55309
2013-11-08 09:30:00+01:00,989.5891,1624.5619,2581.9902,453.3214,562.66766,931255.0,55477
2013-11-08 09:40:00+01:00,1113.5726,1851.338,2675.1177,452.04437,542.07806,907458.25,55726
2013-11-08 09:50:00+01:00,1264.5304,1763.9722,2708.25,494.7881,667.8153,923750.3,56759
2013-11-08 10:00:00+01:00,1394.2771,1887.2914,2943.9766,563.4128,596.04736,944353.75,56441
2013-11-08 10:10:00+01:00,1323.1444,1996.8337,3439.985,561.16693,575.9114,959715.7,53649
2013-11-08 10:20:00+01:00,1590.0968,1917.1737,2986.6592,591.96204,520.52985,959607.8,58462
2013-11-08 10:30:00+01:00,1618.5352,2062.0774,3041.8296,487.34497,603.5252,967798.56,54942
2013-11-08 10:40:00+01:00,1811.6053,2098.005,3043.8994,557.5657,448.57214,973645.44,53900
2013-11-08 10:50:00+01:00,1603.5356,2208.0964,3026.1091,518.87537,658.7253,976501.4,54077
2013-11-08 11:00:00+01:00,1825.107,2201.1758,3288.6465,555.2578,652.4181,990599.75,54626
2013-11-08 11:10:00+01:00,1861.8782,2126.3958,3174.9407,537.73566,615.5509,986964.1,55135
2013-11-08 11:20:00+01:00,2009.6906,2408.6316,2908.404,541.4771,602.3152,975981.06,54952
2013-11-08 11:30:00+01:00,2110.8223,2262.0474,3398.2788,518.8966,558.17755,982487.7,55273
2013-11-08 11:40:00+01:00,2435.3386,2208.745,3261.4563,533.6261,539.355,975912.7,55436
2013-11-08 11:50:00+01:00,2134.032,2516.3926,3221.9258,568.0038,566.7237,969124.6,54490
2013-11-08 12:00:00+01:00,2639.1167,2542.9346,3194.525,613.0525,564.46387,981442.5,54118
2013-11-08 12:10:00+01:00,2014.007,2520.1367,2984.219,618.29126,606.5081,989059.75,53449
2013-11-08 12:20:00+01:00,2445.6948,2507.7505,3438.359,681.42175,598.90857,997880.2,55416
2013-11-08 12:30:00+01:00,2190.7021,2617.3142,3436.7214,598.3633,600.4518,994379.5,57366
2013-11-08 12:40:00+01:00,2329.8164,2543.4895,3841.263,629.89557,601.623,1009129.56,54548
2013-11-08 12:50:00+01:00,2413.073,2488.2563,3628.881,606.69965,754.3103,1017437.1,55816
2013-11-08 13:00:00+01:00,2560.0686,2649.9324,3759.0483,810.1875,654.38586,1031613.06,57074
2013-11-08 13:10:00+01:00,3238.8125,2979.8162,3727.1416,629.45337,577.0184,1034273.2,52902
2013-11-08 13:20:00+01:00,2745.818,2719.2637,3846.7563,656.5167,643.17395,1036627.56,52215
2013-11-08 13:30:00+01:00,3030.8555,3063.5168,4163.1133,715.17694,638.132,1042671.2,53826
2013-11-08 13:40:00+01:00,3470.5051,3120.6755,4262.8955,660.953,641.2658,1046027.5,51418
2013-11-08 13:50:00+01:00,3585.9988,2867.414,3805.7473,579.78424,631.3517,1041754.8,52465
2013-11-08 14:00:00+01:00,3566.9365,3488.3489,3717.5132,605.9571,604.2437,1044773.94,52450
2013-11-08 14:10:00+01:00,3771.865,2753.8381,3726.9736,646.6907,666.1409,1030999.9,53159
2013-11-08 14:20:00+01:00,3202.3118,2928.4766,4005.7876,685.45074,575.24536,1021480.44,55162
2013-11-08 14:30:00+01:00,3241.2988,2753.137,3401.8655,595.73236,677.9939,1010964.0,54148
2013-11-08 14:40:00+01:00,3020.9548,2538.9124,3479.1772,568.1066,723.2968,1003534.9,52792
2013-11-08 14:50:00+01:00,3104.6802,2622.8503,3434.0032,558.5466,665.4879,989997.06,53214
2013-11-08 15:00:00+01:00,3180.8213,2763.9187,3160.41,501.10846,639.8857,992664.2,53338
2013-11-08 15:10:00+01:00,3354.2803,2727.962,3339.781,551.3169,818.75366,994059.9,53554
2013-11-08 15:20:00+01:00,2780.2876,2458.528,3262.2146,477.36746,635.8593,985673.94,54935
2013-11-08 15:30:00+01:00,3611.6519,2909.6794,3149.0796,513.61224,634.8652,991806.25,53500
2013-11-08 15:40:00+01:00,2996.589,2410.9001,2934.6228,573.9094,614.4218,991012.0,55334
2013-11-08 15:50:00+01:00,2911.6292,2390.6833,3100.9539,485.3166,577.0913,992030.2,53932
2013-11-08 16:00:00+01:00,2949.638,2501.6685,3332.8916,515.912,560.5329,1001887.25,51382
2013-11-08 16:10:00+01:00,3150.2842,2944.9563,2973.777,504.57108,595.08575,1006388.8,53615
2013-11-08 16:20:00+01:00,3193.3738,2325.793,3067.8855,565.2104,567.4226,1001257.6,55549
2013-11-08 16:30:00+01:00,2877.9026,2252.2427,2994.7017,486.73907,566.7763,997639.25,53083
2013-11-08 16:40:00+01:00,2869.048,2233.3787,3198.8274,548.7669,585.911,1003058.3,54457
2013-11-08 16:50:00+01:00,2929.2888,2260.634,2752.7864,513.1496,600.6548,989289.75,53994
